"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
12,21.1,21.1,78.9,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","78,9 der Stimmbürgerinnen und Stimmbürger von Rifferswil haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Rifferswil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Rifferswil s'opposent à la loi sur les services d'identification électronique avec 78,9 pour cent de non. Rifferswil a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Rifferswil: i cittadini hanno bocciato il testo con il 78,9 percento dei voti. Rifferswil ha bocciato la legge, proprio come il suo cantone."
9,32,32,68,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","68 Prozent der Stimmbürgerinnen und Stimmbürger von Mettmenstetten haben sich gegen einen zweiwöchigen bezahlten Vaterschaftsurlaub ausgesprochen. Mettmenstetten hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Mettmenstetten, les habitants disent non à 68 pour cent à la loi sur les services d'identification électronique. Mettmenstetten a rejeté la loi, tout comme son canton.","I cittadini di Mettmenstetten si sono espressi contro la legge sull'identificazione elettronica. Il testo è stato respinto con il 68 percento dei voti. Mettmenstetten ha bocciato la legge, proprio come il suo cantone."
14,52.3,52.3,47.7,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Mit 52,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Wettswil am Albis das E-ID-Gesetz angenommen. Wettswil am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Wettswil am Albis acceptent la loi sur les services d'identification électronique avec 52,3 pour cent de oui. Wettswil am Albis a approuvé la loi, contrairement à son canton.","Nel comune di Wettswil am Albis la legge sull'identificazione elettronica è stata accetata con il 52,3 percento dei voti. Wettswil am Albis, al contrario del suo cantone, ha approvato la legge."
21,7.5,7.5,92.5,"Adlikon ZH","Adlikon (ZH)","Adlikon ZH","In Adlikon hat das E-ID-Gesetz keine Mehrheit gefunden: 92,5 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Adlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique échoue à Adlikon avec 92,5 pour cent de non. Adlikon a rejeté la loi, tout comme son canton.","A Adlikon i cittadini hanno respinto, con il 92,5 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Adlikon ha bocciato la legge, proprio come il suo cantone."
22,69.2,69.2,30.8,"Benken ZH","Benken (ZH)","Benken ZH","Benken ZH ist für die Einführung einer elektronischen Identität. Die Gemeinde hat das E-ID-Gesetz mit 8'925 Ja zu 3'970 Nein zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 69,2 Prozent. Benken ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","La loi sur les services d'identification électronique passe la rampe à Benken (ZH) avec 69,2 pour cent de oui. Benken (ZH) a approuvé la loi, contrairement à son canton.","Da Benken ZH è arrivato un ""sì"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno accolto il testo con il 69,2 percento dei voti. Benken ZH, al contrario del suo cantone, ha approvato la legge."
23,59.4,59.4,40.6,"Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","59,4 Prozent der Stimmbürgerinnen und Stimmbürger in Berg am Irchel haben Ja gesagt zum E-ID-Gesetz. Berg am Irchel hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 59,4 pour cent à la loi sur les services d'identification électronique à Berg am Irchel. Berg am Irchel a approuvé la loi, contrairement à son canton.","Con il 59,4 percento di ""sì"", i cittadini del comune di Berg am Irchel hanno accolto la legge sull'identificazione elettronica. Berg am Irchel, al contrario del suo cantone, ha approvato la legge."
24,28.5,28.5,71.5,"Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","In Buch am Irchel hat das E-ID-Gesetz keine Mehrheit gefunden: 71,5 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Buch am Irchel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique échoue à Buch am Irchel avec 71,5 pour cent de non. Buch am Irchel a rejeté la loi, tout comme son canton.","A Buch am Irchel i cittadini hanno respinto, con il 71,5 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Buch am Irchel ha bocciato la legge, proprio come il suo cantone."
25,31.6,31.6,68.4,"Dachsen ZH","Dachsen (ZH)","Dachsen ZH","In Dachsen hat das E-ID-Gesetz keine Mehrheit gefunden: 68,4 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Dachsen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique échoue à Dachsen avec 68,4 pour cent de non. Dachsen a rejeté la loi, tout comme son canton.","A Dachsen i cittadini hanno respinto, con il 68,4 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Dachsen ha bocciato la legge, proprio come il suo cantone."
26,27.2,27.2,72.8,"Dorf ZH","Dorf (ZH)","Dorf ZH","Mit 2'534 Nein zu 947 Ja haben die Stimmbürgerinnen und Stimmbürger von Dorf die Änderung das E-ID-Gesetz abgelehnt. Das sind 72,8 Prozent. Dorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Dorf, les habitants sont défavorables à la loi sur les services d'identification électronique avec 72,8 pour cent de non. Dorf a rejeté la loi, tout comme son canton.","Con il 72,8 percento di ""no"", i cittadini del comune di Dorf hanno respinto la legge sull'identificazione elettronica. Dorf ha bocciato la legge, proprio come il suo cantone."
27,58.8,58.8,41.2,"Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","58,8 Prozent der Stimmbürgerinnen und Stimmbürger in Feuerthalen haben Ja gesagt zum E-ID-Gesetz. Feuerthalen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 58,8 pour cent à la loi sur les services d'identification électronique à Feuerthalen. Feuerthalen a approuvé la loi, contrairement à son canton.","Con il 58,8 percento di ""sì"", i cittadini del comune di Feuerthalen hanno accolto la legge sull'identificazione elettronica. Feuerthalen, al contrario del suo cantone, ha approvato la legge."
28,49.1,49.1,50.9,"Flaach ZH","Flaach (ZH)","Flaach ZH","Flaach ist gegen die Einführung einer elektronischen Identität: Die Gemeinde hat das E-ID-Gesetz mit 50,9 Prozent Nein verworfen. Flaach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Flaach rejettent la loi sur les services d'identification électronique avec 50,9 pour cent de non. Flaach a rejeté la loi, tout comme son canton.","Nel comune di Flaach la legge sull'identificazione elettronica è stata bocciata con il 50,9 percento dei voti. Flaach ha bocciato la legge, proprio come il suo cantone."
29,80.3,80.3,19.7,"Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","80,3 Prozent der Stimmbürgerinnen und Stimmbürger in Flurlingen haben Ja gesagt zum E-ID-Gesetz. Flurlingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 80,3 pour cent à la loi sur les services d'identification électronique à Flurlingen. Flurlingen a approuvé la loi, contrairement à son canton.","Con il 80,3 percento di ""sì"", i cittadini del comune di Flurlingen hanno accolto la legge sull'identificazione elettronica. Flurlingen, al contrario del suo cantone, ha approvato la legge."
30,46.2,46.2,53.8,"Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","53,8 der Stimmbürgerinnen und Stimmbürger von Andelfingen haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Andelfingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants d'Andelfingen s'opposent à la loi sur les services d'identification électronique avec 53,8 pour cent de non. Andelfingen a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Andelfingen: i cittadini hanno bocciato il testo con il 53,8 percento dei voti. Andelfingen ha bocciato la legge, proprio come il suo cantone."
31,66.1,66.1,33.9,"Henggart ZH","Henggart (ZH)","Henggart ZH","66,1 Prozent der Stimmbürgerinnen und Stimmbürger in Henggart haben Ja gesagt zum E-ID-Gesetz. Henggart hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","C'est oui à 66,1 pour cent à la loi sur les services d'identification électronique à Henggart. Henggart a approuvé la loi, contrairement à son canton.","Con il 66,1 percento di ""sì"", i cittadini del comune di Henggart hanno accolto la legge sull'identificazione elettronica. Henggart, al contrario del suo cantone, ha approvato la legge."
13,76.9,76.9,23.1,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","76,9 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben sich für das E-ID-Gesetz ausgesprochen. Stallikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Stallikon, les habitants disent oui à 76,9 pour cent à la loi sur les services d'identification électronique. Stallikon a approuvé la loi, contrairement à son canton.","Nel comune di Stallikon la legge sull'identificazione elettronica è stata approvata con il 76,9 percento dei voti. Stallikon, al contrario del suo cantone, ha approvato la legge."
33,39,39,61,"Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","61 der Stimmbürgerinnen und Stimmbürger von Kleinandelfingen haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Kleinandelfingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Kleinandelfingen s'opposent à la loi sur les services d'identification électronique avec 61 pour cent de non. Kleinandelfingen a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Kleinandelfingen: i cittadini hanno bocciato il testo con il 61 percento dei voti. Kleinandelfingen ha bocciato la legge, proprio come il suo cantone."
34,36.4,36.4,63.6,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","Keine Mehrheit für eine elektronische Identität in Laufen-Uhwiesen: Das E-ID-Gesetz ist mit 63,6 Prozent gescheitert. Laufen-Uhwiesen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","C'est non à 63,6 pour cent à la loi sur les services d'identification électronique à Laufen-Uhwiesen. Laufen-Uhwiesen a rejeté la loi, tout comme son canton.","Da Laufen-Uhwiesen è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 63,6 percento dei voti. Laufen-Uhwiesen ha bocciato la legge, proprio come il suo cantone."
35,64.6,64.6,35.4,"Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Mit 6'930 Ja zu 3'798 Nein hat sich Marthalen für das E-ID-Gesetz ausgesprochen. Das entspricht 64,6 Prozent.. Marthalen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Marthalen approuvent la loi sur les services d'identification électronique avec 64,6 pour cent de oui. Marthalen a approuvé la loi, contrairement à son canton.","Sì alla legge sull'identificazione elettronica nel comune di Marthalen: i cittadini hanno approvato il testo con il 64,6 percento dei voti. Marthalen, al contrario del suo cantone, ha approvato la legge."
37,59.4,59.4,40.6,"Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Ossingen ist für die Einführung einer elektronischen Identität. Die Gemeinde hat das E-ID-Gesetz mit 4'525 Ja zu 3'088 Nein zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 59,4 Prozent. Ossingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","La loi sur les services d'identification électronique passe la rampe à Ossingen avec 59,4 pour cent de oui. Ossingen a approuvé la loi, contrairement à son canton.","Da Ossingen è arrivato un ""sì"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno accolto il testo con il 59,4 percento dei voti. Ossingen, al contrario del suo cantone, ha approvato la legge."
38,78.5,78.5,21.5,"Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Mit 78,5 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Rheinau das E-ID-Gesetz angenommen. Rheinau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les habitants de Rheinau acceptent la loi sur les services d'identification électronique avec 78,5 pour cent de oui. Rheinau a approuvé la loi, contrairement à son canton.","Nel comune di Rheinau la legge sull'identificazione elettronica è stata accetata con il 78,5 percento dei voti. Rheinau, al contrario del suo cantone, ha approvato la legge."
39,14,14,86,"Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","Thalheim an der Thur ist gegen die Einführung einer elektronischen Identität: Die Gemeinde hat das E-ID-Gesetz mit 86 Prozent Nein verworfen. Thalheim an der Thur hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Thalheim an der Thur rejettent la loi sur les services d'identification électronique avec 86 pour cent de non. Thalheim an der Thur a rejeté la loi, tout comme son canton.","Nel comune di Thalheim an der Thur la legge sull'identificazione elettronica è stata bocciata con il 86 percento dei voti. Thalheim an der Thur ha bocciato la legge, proprio come il suo cantone."
40,75.4,75.4,24.6,"Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","Ja zur elektronischen Identität in Trüllikon. Die Gemeinde hat das E-ID-Gesetz mit 75,4 Prozent der Stimmen angenommen. Trüllikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les électeurs de Trüllikon valident la loi sur les services d'identification électronique avec 75,4 pour cent de oui. Trüllikon a approuvé la loi, contrairement à son canton.","A Trüllikon i cittadini hanno accolto, con il 75,4 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Trüllikon, al contrario del suo cantone, ha approvato la legge."
41,87,87,13,"Truttikon ZH","Truttikon (ZH)","Truttikon ZH","87 Prozent der Stimmbürgerinnen und Stimmbürger von Truttikon haben sich für das E-ID-Gesetz ausgesprochen. Truttikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Truttikon, les habitants disent oui à 87 pour cent à la loi sur les services d'identification électronique. Truttikon a approuvé la loi, contrairement à son canton.","Nel comune di Truttikon la legge sull'identificazione elettronica è stata approvata con il 87 percento dei voti. Truttikon, al contrario del suo cantone, ha approvato la legge."
43,60.3,60.3,39.7,"Volken ZH","Volken (ZH)","Volken ZH","Das E-ID-Gesetz ist in Volken mit 60,3 Prozent der Stimmen angenommen worden. Volken hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Volken, les habitants sont favorables à la loi sur les services d'identification électronique avec 60,3 pour cent de oui. Volken a approuvé la loi, contrairement à son canton.","I cittadini di Volken si sono espressi a favore della legge sull'identificazione elettronica. Il testo è stato approvato con il 60,3 percento dei voti. Volken, al contrario del suo cantone, ha approvato la legge."
51,61,61,39,"Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","Ja zur elektronischen Identität in Bachenbülach. Die Gemeinde hat das E-ID-Gesetz mit 61 Prozent der Stimmen angenommen. Bachenbülach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","Les électeurs de Bachenbülach valident la loi sur les services d'identification électronique avec 61 pour cent de oui. Bachenbülach a approuvé la loi, contrairement à son canton.","A Bachenbülach i cittadini hanno accolto, con il 61 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Bachenbülach, al contrario del suo cantone, ha approvato la legge."
52,41.4,41.4,58.6,"Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","58,6 Prozent der Stimmbürgerinnen und Stimmbürger von Bassersdorf haben sich gegen einen zweiwöchigen bezahlten Vaterschaftsurlaub ausgesprochen. Bassersdorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","A Bassersdorf, les habitants disent non à 58,6 pour cent à la loi sur les services d'identification électronique. Bassersdorf a rejeté la loi, tout comme son canton.","I cittadini di Bassersdorf si sono espressi contro la legge sull'identificazione elettronica. Il testo è stato respinto con il 58,6 percento dei voti. Bassersdorf ha bocciato la legge, proprio come il suo cantone."
53,67.3,67.3,32.7,"Bülach ZH","Bülach (ZH)","Bülach ZH","Bülach ist für die Einführung einer elektronischen Identität. Die Gemeinde hat das E-ID-Gesetz mit 9'414 Ja zu 4'569 Nein zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 67,3 Prozent. Bülach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","La loi sur les services d'identification électronique passe la rampe à Bülach avec 67,3 pour cent de oui. Bülach a approuvé la loi, contrairement à son canton.","Da Bülach è arrivato un ""sì"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno accolto il testo con il 67,3 percento dei voti. Bülach, al contrario del suo cantone, ha approvato la legge."
32,35.6,35.6,64.4,"Humlikon ZH","Humlikon (ZH)","Humlikon ZH","In Humlikon hat das E-ID-Gesetz keine Mehrheit gefunden: 64,4 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Humlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique échoue à Humlikon avec 64,4 pour cent de non. Humlikon a rejeté la loi, tout comme son canton.","A Humlikon i cittadini hanno respinto, con il 64,4 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Humlikon ha bocciato la legge, proprio come il suo cantone."
55,52.1,52.1,47.9,"Eglisau ZH","Eglisau (ZH)","Eglisau ZH","Eglisau ist für die Einführung einer elektronischen Identität. Die Gemeinde hat das E-ID-Gesetz mit 3'315 Ja zu 3'043 Nein zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 52,1 Prozent. Eglisau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","La loi sur les services d'identification électronique passe la rampe à Eglisau avec 52,1 pour cent de oui. Eglisau a approuvé la loi, contrairement à son canton.","Da Eglisau è arrivato un ""sì"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno accolto il testo con il 52,1 percento dei voti. Eglisau, al contrario del suo cantone, ha approvato la legge."
56,29.8,29.8,70.2,"Embrach ZH","Embrach (ZH)","Embrach ZH","Embrach ist gegen die Einführung einer elektronischen Identität: Die Gemeinde hat das E-ID-Gesetz mit 70,2 Prozent Nein verworfen. Embrach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants d'Embrach rejettent la loi sur les services d'identification électronique avec 70,2 pour cent de non. Embrach a rejeté la loi, tout comme son canton.","Nel comune di Embrach la legge sull'identificazione elettronica è stata bocciata con il 70,2 percento dei voti. Embrach ha bocciato la legge, proprio come il suo cantone."
57,48.7,48.7,51.3,"Freienstein-Teufen ZH","Freienstein-Teufen (ZH)","Freienstein-Teufen ZH","51,3 der Stimmbürgerinnen und Stimmbürger von Freienstein-Teufen haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Freienstein-Teufen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Les habitants de Freienstein-Teufen s'opposent à la loi sur les services d'identification électronique avec 51,3 pour cent de non. Freienstein-Teufen a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Freienstein-Teufen: i cittadini hanno bocciato il testo con il 51,3 percento dei voti. Freienstein-Teufen ha bocciato la legge, proprio come il suo cantone."
58,67.4,67.4,32.6,"Glattfelden ZH","Glattfelden (ZH)","Glattfelden ZH","67,4 Prozent der Stimmbürgerinnen und Stimmbürger von Glattfelden haben sich für das E-ID-Gesetz ausgesprochen. Glattfelden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Glattfelden, les habitants disent oui à 67,4 pour cent à la loi sur les services d'identification électronique. Glattfelden a approuvé la loi, contrairement à son canton.","Nel comune di Glattfelden la legge sull'identificazione elettronica è stata approvata con il 67,4 percento dei voti. Glattfelden, al contrario del suo cantone, ha approvato la legge."
59,71.9,71.9,28.1,"Hochfelden ZH","Hochfelden (ZH)","Hochfelden ZH","71,9 Prozent der Stimmbürgerinnen und Stimmbürger von Hochfelden haben sich für das E-ID-Gesetz ausgesprochen. Hochfelden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Hochfelden, les habitants disent oui à 71,9 pour cent à la loi sur les services d'identification électronique. Hochfelden a approuvé la loi, contrairement à son canton.","Nel comune di Hochfelden la legge sull'identificazione elettronica è stata approvata con il 71,9 percento dei voti. Hochfelden, al contrario del suo cantone, ha approvato la legge."
60,75.8,75.8,24.2,"Höri ZH","Höri (ZH)","Höri ZH","75,8 Prozent der Stimmbürgerinnen und Stimmbürger von Höri haben sich für das E-ID-Gesetz ausgesprochen. Höri hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage abgelehnt hat.","A Höri, les habitants disent oui à 75,8 pour cent à la loi sur les services d'identification électronique. Höri a approuvé la loi, contrairement à son canton.","Nel comune di Höri la legge sull'identificazione elettronica è stata approvata con il 75,8 percento dei voti. Höri, al contrario del suo cantone, ha approvato la legge."
